FILENAME1,FILENAME2,CORRELATION
3MINDIA,3MINDIA,1.0
3MINDIA,ABB,0.1151308593589518
3MINDIA,ABCAPITAL,0.22510112768202048
3MINDIA,ACC,0.1869990956040097
3MINDIA,ADANIENSOL,0.10900009156170701
3MINDIA,ADANIENT,0.1791384524567193
3MINDIA,ADANIGREEN,0.07626640364264706
3MINDIA,ADANIPORTS,0.1376761979186555
3MINDIA,ADANIPOWER,0.1300722812018231
3MINDIA,AIAENG,0.10744774102023331
3MINDIA,ALKEM,0.10936008458130726
3MINDIA,AMBUJACEM,0.1996539571116404
3MINDIA,APLAPOLLO,0.08519007169673888
3MINDIA,APOLLOHOSP,0.1330990728803261
3MINDIA,ASHOKLEY,0.21428430611072188
3MINDIA,ASIANPAINT,0.16685739026578916
3MINDIA,ASTRAL,0.13511129619614076
3MINDIA,ATGL,0.10805588680857361
3MINDIA,AUBANK,0.16440269837656654
3MINDIA,AUROPHARMA,0.1874361716581388
3MINDIA,AWL,-0.0005689942277890838
3MINDIA,AXISBANK,0.2003716998542041
3MINDIA,BAJAJ-AUTO,0.11175393925800253
3MINDIA,BAJAJFINSV,0.05639983580981462
3MINDIA,BAJAJHLDNG,0.13484999023378735
3MINDIA,BAJFINANCE,0.22285328217495098
3MINDIA,BALKRISIND,0.19740461277755372
3MINDIA,BANDHANBNK,0.20607243679046264
3MINDIA,BANKBARODA,0.21700077963016692
3MINDIA,BANKINDIA,0.16860808746061548
3MINDIA,BEL,0.09168991953128933
3MINDIA,BERGEPAINT,0.20579912481913698
3MINDIA,BHARATFORG,0.21348175157945862
3MINDIA,BHARTIARTL,0.12750904161297444
3MINDIA,BHEL,0.20560466042386516
3MINDIA,BOSCHLTD,0.16776653426465254
3MINDIA,BPCL,0.21822368363196126
3MINDIA,BRITANNIA,0.1487245076077896
3MINDIA,CANBK,0.2114700076218001
3MINDIA,CENTRALBK,0.12586451680602004
3MINDIA,CGPOWER,0.04009629815400787
3MINDIA,CHOLAFIN,0.19700897654172372
3MINDIA,CIPLA,0.09632072471335454
3MINDIA,COALINDIA,0.13924628318486232
3MINDIA,COFORGE,0.1633973332755153
3MINDIA,COLPAL,0.13962343155251183
3MINDIA,CONCOR,0.17418458475045723
