FILENAME1,FILENAME2,CORRELATION
3MINDIA,3MINDIA,1.0
3MINDIA,ABB,0.19668984296101066
3MINDIA,ABCAPITAL,0.2960782629488197
3MINDIA,ACC,0.2680432896617056
3MINDIA,ADANIENSOL,0.18945020643129704
3MINDIA,ADANIENT,0.2421734738403155
3MINDIA,ADANIGREEN,0.11437732244335351
3MINDIA,ADANIPORTS,0.23828464864991128
3MINDIA,ADANIPOWER,0.20349454742677928
3MINDIA,AIAENG,0.16820684337007696
3MINDIA,ALKEM,0.14242098316949522
3MINDIA,AMBUJACEM,0.27396116011295746
3MINDIA,APLAPOLLO,0.10602235882408124
3MINDIA,APOLLOHOSP,0.18549911120352883
3MINDIA,ASHOKLEY,0.2710223168784064
3MINDIA,ASIANPAINT,0.24576517610901175
3MINDIA,ASTRAL,0.23247423447287377
3MINDIA,ATGL,0.17775188263349065
3MINDIA,AUBANK,0.19458890835180687
3MINDIA,AUROPHARMA,0.23347221026317116
3MINDIA,AWL,0.10927451104479839
3MINDIA,AXISBANK,0.29660844234994177
3MINDIA,BAJAJ-AUTO,0.2338849115861136
3MINDIA,BAJAJFINSV,0.0916563928581158
3MINDIA,BAJAJHLDNG,0.211005504091324
3MINDIA,BAJFINANCE,0.2908516163736003
3MINDIA,BALKRISIND,0.2702775260002251
3MINDIA,BANDHANBNK,0.253628779143441
3MINDIA,BANKBARODA,0.2720381740283957
3MINDIA,BANKINDIA,0.2057994262147253
3MINDIA,BEL,0.146952025587804
3MINDIA,BERGEPAINT,0.26053749189682474
3MINDIA,BHARATFORG,0.28739576082682655
3MINDIA,BHARTIARTL,0.21881355812216727
3MINDIA,BHEL,0.26492304441381326
3MINDIA,BOSCHLTD,0.2899421969366107
3MINDIA,BPCL,0.2976664557794666
3MINDIA,BRITANNIA,0.2307492088470832
3MINDIA,CANBK,0.27887192397181004
3MINDIA,CENTRALBK,0.18725944173378395
3MINDIA,CGPOWER,0.08056680771860969
3MINDIA,CHOLAFIN,0.2751448191126733
3MINDIA,CIPLA,0.12659028144153767
3MINDIA,COALINDIA,0.21464370534532037
3MINDIA,COFORGE,0.25967526954176845
3MINDIA,COLPAL,0.19842963349253723
3MINDIA,CONCOR,0.2442518306736458
3MINDIA,COROMANDEL,0.23541366305430492
3MINDIA,CUMMINSIND,0.17315346688890149
3MINDIA,DABUR,0.2577601004443878
3MINDIA,DALBHARAT,0.3109317806884219
3MINDIA,DEEPAKNTR,0.32080112269030997
3MINDIA,DIVISLAB,0.19936514833159355
3MINDIA,DIXON,0.1441968666065496
3MINDIA,DLF,0.34264772384775705
3MINDIA,DMART,0.127745167197654
3MINDIA,DRREDDY,0.15047219475372625
3MINDIA,EICHERMOT,0.04578622219625275
3MINDIA,FACT,0.20489460441691731
3MINDIA,FEDERALBNK,0.3377028629800959
3MINDIA,FLUOROCHEM,0.19560380842033415
3MINDIA,GAIL,0.24041798327314198
3MINDIA,GICRE,0.2203954403996279
3MINDIA,GMRINFRA,0.23372515513645584
3MINDIA,GODREJCP,0.22175358297691233
3MINDIA,GODREJPROP,0.2893051448012137
3MINDIA,GRASIM,0.33578190161602994
3MINDIA,HAL,0.15612389879277197
3MINDIA,HAVELLS,0.27034053442766376
3MINDIA,HCLTECH,0.2615645114974138
3MINDIA,HDFCAMC,0.23539222061740292
3MINDIA,HDFCBANK,0.30920167048660935
