FILENAME1,FILENAME2,CORRELATION
3MINDIA,3MINDIA,1.0
3MINDIA,ABB,0.11431667307914331
3MINDIA,ABCAPITAL,0.08328924790747837
3MINDIA,ACC,0.16960889707653745
3MINDIA,ADANIENSOL,0.08305828281261977
3MINDIA,ADANIENT,0.036649758893930046
3MINDIA,ADANIGREEN,0.09190316783547416
3MINDIA,ADANIPORTS,0.08959097780263336
3MINDIA,ADANIPOWER,0.08248064145271018
3MINDIA,AIAENG,0.0765412541053206
3MINDIA,ALKEM,0.12391579141526259
3MINDIA,AMBUJACEM,0.11686440459991684
3MINDIA,APLAPOLLO,0.1442094980475741
3MINDIA,APOLLOHOSP,0.14059775713117625
3MINDIA,ASHOKLEY,0.10028205295662952
3MINDIA,ASIANPAINT,0.14772985387533072
3MINDIA,ASTRAL,0.08941247745087987
3MINDIA,ATGL,0.05726797215120756
3MINDIA,AUBANK,0.088690246198569
3MINDIA,AUROPHARMA,0.10999963413646109
3MINDIA,AWL,0.06278728992433102
3MINDIA,AXISBANK,0.1508462874380037
3MINDIA,BAJAJ-AUTO,0.06925069880211768
3MINDIA,BAJAJFINSV,0.12836252785695398
3MINDIA,BAJAJHLDNG,0.09335614370941081
3MINDIA,BAJFINANCE,0.15707976556864714
3MINDIA,BALKRISIND,0.12996971870429183
3MINDIA,BANDHANBNK,0.024437697035127087
3MINDIA,BANKBARODA,0.0823896066143897
3MINDIA,BANKINDIA,0.045970803369412526
3MINDIA,BEL,0.05942888968576619
3MINDIA,BERGEPAINT,0.10614597567664956
3MINDIA,BHARATFORG,0.1279474721779083
3MINDIA,BHARTIARTL,0.13575041969194504
3MINDIA,BHEL,0.07857966843764155
3MINDIA,BOSCHLTD,0.12804330205933157
3MINDIA,BPCL,0.07561457755040611
3MINDIA,BRITANNIA,0.14676807791264182
3MINDIA,CANBK,0.08793412079500543
3MINDIA,CENTRALBK,0.031324885853928924
3MINDIA,CGPOWER,0.06525883925140795
3MINDIA,CHOLAFIN,0.15517321748012414
3MINDIA,CIPLA,0.14415364016943563
3MINDIA,COALINDIA,0.0852010658946507
