FILENAME1,FILENAME2,CORRELATION
3MINDIA,3MINDIA,1.0
3MINDIA,ABB,0.23662468017880556
3MINDIA,ABCAPITAL,0.3214678783863373
3MINDIA,ACC,0.28843364938272303
3MINDIA,ADANIENSOL,0.21848564532665704
3MINDIA,ADANIENT,0.24298839675361913
3MINDIA,ADANIGREEN,0.14892775273843661
3MINDIA,ADANIPORTS,0.20906412552390496
3MINDIA,ADANIPOWER,0.2280316158797921
3MINDIA,AIAENG,0.24388391605752663
3MINDIA,ALKEM,0.19713852447187558
3MINDIA,AMBUJACEM,0.2914457030588699
3MINDIA,APLAPOLLO,0.11609101201116558
3MINDIA,APOLLOHOSP,0.27500045862800304
3MINDIA,ASHOKLEY,0.29055969379981833
3MINDIA,ASIANPAINT,0.25180425422898556
3MINDIA,ASTRAL,0.2333280826519388
3MINDIA,ATGL,0.21596287643006354
3MINDIA,AUBANK,0.22277084679257214
3MINDIA,AUROPHARMA,0.24510756040202952
3MINDIA,AWL,0.13360780870105549
3MINDIA,AXISBANK,0.2927149110660901
3MINDIA,BAJAJ-AUTO,0.24119081810910198
3MINDIA,BAJAJFINSV,0.09325508486882955
3MINDIA,BAJAJHLDNG,0.26843040490301956
3MINDIA,BAJFINANCE,0.3203427691708477
3MINDIA,BALKRISIND,0.23124626570363033
3MINDIA,BANDHANBNK,0.2533597240130063
3MINDIA,BANKBARODA,0.3055740256765291
3MINDIA,BANKINDIA,0.24059454052988596
3MINDIA,BEL,0.1756080611294829
3MINDIA,BERGEPAINT,0.277096336637983
3MINDIA,BHARATFORG,0.2679369625687828
3MINDIA,BHARTIARTL,0.20836196976328308
3MINDIA,BHEL,0.28680268127327146
3MINDIA,BOSCHLTD,0.30718975565227785
3MINDIA,BPCL,0.2879501817715082
3MINDIA,BRITANNIA,0.22305035097623604
3MINDIA,CANBK,0.2915938872991346
3MINDIA,CENTRALBK,0.25567932768608104
3MINDIA,CGPOWER,0.10060574607326013
3MINDIA,CHOLAFIN,0.24946158292586204
3MINDIA,CIPLA,0.15987108542306455
3MINDIA,COALINDIA,0.2005198921891367
3MINDIA,COFORGE,0.18460054691076147
3MINDIA,COLPAL,0.20647628935868784
3MINDIA,CONCOR,0.2777753479289613
3MINDIA,COROMANDEL,0.2421016587456226
3MINDIA,CUMMINSIND,0.19723354909110585
3MINDIA,DABUR,0.2688196761340785
3MINDIA,DALBHARAT,0.2828731451948999
3MINDIA,DEEPAKNTR,0.30154981319286367
3MINDIA,DIVISLAB,0.2306733555306377
3MINDIA,DIXON,0.11376985670619325
3MINDIA,DLF,0.3083536553393719
3MINDIA,DMART,0.15475729447416514
3MINDIA,DRREDDY,0.18135597879875054
3MINDIA,EICHERMOT,0.05416893183478758
3MINDIA,FACT,0.211840201454711
3MINDIA,FEDERALBNK,0.34108740568172596
3MINDIA,FLUOROCHEM,0.17516797221792846
3MINDIA,GAIL,0.23204273895704824
3MINDIA,GICRE,0.2441953225890336
3MINDIA,GMRINFRA,0.22652803037853492
3MINDIA,GODREJCP,0.17330331377348027
3MINDIA,GODREJPROP,0.2879615517636666
3MINDIA,GRASIM,0.2936170567393362
3MINDIA,HAL,0.18417644014680024
3MINDIA,HAVELLS,0.263966740618543
3MINDIA,HCLTECH,0.20358229599981298
3MINDIA,HDFCAMC,0.2930254659643771
3MINDIA,HDFCBANK,0.2975921244760572
3MINDIA,HDFCLIFE,0.26978154996153547
3MINDIA,HEROMOTOCO,0.2239433916538631
